NWG_G1;g1
NWG_G2;g0
NWG_1;g1
NWG_2;g1
NWG_3;g1
NWG_4;g1
NWG_5;g2
NWG_6;g1
NWG_7;g1
NWG_8;g1
NWG_9;g1
NWG_10;g1
NWG_11;g1
SFH;h0
MFH;h0
TH;h0
AB;h0
HR;h0
