NWG_G1;3.03
NWG_G2;2.05
NWG_1;0.61
NWG_2;1.60
NWG_3;8.21
NWG_4;1.60
NWG_5;0
NWG_6;6.16
NWG_7;5.91
NWG_8;1.84
NWG_9;0.20
NWG_10;0
NWG_11;0
MFH;15
SFH;11
TH;12.5
AB;12.5
HR;12.5
